full_text,capres
"LVE PLTRACKING RLTIME NNSTOP TNTUKAN CPRES/CWAPRES 24 PLHN U ?  - ANIES - MUHAIMIN - 83.3% - PRABOWO - GIBRAN - 14.8% - GANJAR - MAHFUD MD - 1.9%  Ttal suara: 4316  Brikn suara anda, klik lnk https://t.co/wu4Huhmfip  Tlng frwrd k group &amp  tmn-tmnmu ya. Terima kasih",anies
"@hendurarara @PartaiSocmed Bro, justru resistensi banteng ke anies lebih kuat drpd ke prabowo. Klo prabowo menang, pdip bisa aja konsolidasi dan jd bagian dr partai pemerintah. Yang secara ideologis beda, ya kubu perubahan. Rasanya sulit bayangin pdip gabung ke perubahan klo perubahan menang.",anies
@adearmando61 Semangat juang anies bagi ummat emang ga kaleng2,anies
"@KompasTV Gunakan frame yang tepat saat menanggapi ucapan Pak Anies. Beliau figur yang sangat sangat logis, bukan figur yang realistis. Kata-katanya masuk akal https://t.co/kaqqVnN39z",anies
"@BosPurwa Benar banget....  Dari mana juga, AMIN gerbon Jkw🤭🤭.  Kalau AMIN gerbong si plongo, dari dahulukala Anies akan lempang saja maju, nah ini sampai berdarah😰. Karena trends surePay naik, jadi pakai strategi lempar isu gerbong pak lurah...  #AMINkanIndonesia  #AMIN2024",anies
@liputan6dotcom Sejenis DP 0% gitu ya pak Anies?,anies
"@ernestprakasa Dari awal siapapun dari banteng sya skip, tinggal prabowo dan anies tp pas liat wakilnya cak imin dan gibran ya pilih anies aja lah walau bukan yg terbaik",anies
"@pradipta944 @PartaiSocmed Kalo orang yg ngamatin politik, anies ga mecah belah. Dia cuma riding the wave. Kalo agus yg lanjut putran kedua dki, dia jg pasti menang. Dan mngkin skrng lu tuduh agus sbg pemain politik pecah belah",anies
Sampaikan ke Beliau taruhan Alfhardnya mana kalau Anies  Baswedan bisa Capres.,anies
Rapat Koordinasi Nasional Sobat Anies.  Pasuruan 11 November 2023 #SobatAnies #IndonesiaHarusBersamaOrangBaik https://t.co/erkUTad2m2,anies
@noire172 sepertinya mau ditawarin jadi ketua relawan Anies DIY,anies
Sudah bbrp kali kubaca ada bbrp lembaga survei kredibel yg klaim Anas tertinggal paling bontot dibawah anies,anies
@BosPurwa @AvinurMukhamad Dia bukan pendukung Anies aslinya.. hanya merusak aja,anies
@adearmando61 Anies pemimpin umat yang bijak,anies
TRANSISI DEMOKRASI TAMPAK PADA GANJAR-PRABOWO-ANIES | PARADOKS &amp  KONTRA ... https://t.co/VGYWU8aRoM via @YouTube,anies
"@adearmando61 Nnti bukan ke 2 nya,melainkan Anies (AMIN). JUJUR SAJA LAH",anies
"@sandyalfia96694 @DoankWarto yg ga percaya cuma pembenci anies doang yg kemakan hasutan buzzer ganjar tok !! 👎😂setidaknya banyak yg percaya malih.. mulai dari pusat, daerah, sampai swasta.. buktinya dilanjutkan.. 🤪 https://t.co/3bpy0mHsMe",anies
"@BosPurwa Ayok lah bersatu.. gue udah ga peduli siapa yg menang, mau Anies kek mau Ganjar kek... Yg penting jgn capres penculik and cawapres pembegal konstitusi... Syedih bgt... Org Indo kebanyakan lulusan rendah yg ga paham masalah yg segini krusialnya.. Ya Allah",anies
@GibranRakabumi Cukup Anies R1 yg lain karbitan,anies
"@FaruqAlFat99 Pak Ganjar cocoknya untuk DKI 1 dulu, Dan pak Anies presiden nya",anies
"Sudah dimulai, pendukung Anies dan pendukung Prabowo membuat diksi yang menyerang Ganjar - Mahfud, membuat opini tentang dosa PDI Perjuangan, dosa Megawati kepada Jokowi. Kenapa selalu begini wahai rakyat ber IQ 78?",anies
"@adearmando61 kenapa sih ada orang kek gtu, tega fitnah.  dan buat yang kefitnah harus sabar kaya pak Anies",anies
"@k_aren_t @neohistoria_id ya udah nanti kita menangkan Anies, semoga ada perubahan lebih baik, Masyarakat mudah dapat Kerja.",anies
"@gibran_tweet Pak Anies dan Cak Imin, itu all in untuk keberkahan 🇮🇩 mantap jiwa",anies
@vaniepink @ommi_siregar Ya buat Jubir Anies 😜😄,anies
@Munir_Timur Permudah KPR untuk pekerja non formal dan pekerja mandiri. Juga berikan pembiayaan untuk rumah yang dibangun sendiri.  Pak Anies programnya makin kesini makin kereen 👍,anies
"@BosPurwa Anies tuh kacung, selama ada perintah dari SP maka hrs ttp bergerak. Surya Paloh dan yang lain sdh keluar duit banyak...jadi si Amis hrs ttp full kerja",anies
"Kalau Kepuasan ke Jokowi Menurun, Anies Baswedan Untung, Mr Q: Ganjar-Mahfud dan PDIP Posisi Maju Kena Mundur Kena https://t.co/hpID2k5KcD",anies
"@tempodotco Berjiwa besar dan selalu melihat semua dengan semangat positif, memang pak anies jempol!",anies
"@ronaldy596 Beda kelas, Pak Anies 👍👍👍",anies
"@Erlanggadian2 @PartaiSocmed Malah kalau orang ngerti banteng, pada gk mau milih yang ada hubungan dengan banteng, kalau anies, karena politik pecah belah bangsa nya yang bikin mengerikan.",anies
@adearmando61 Pak anies lebih memilih berjuang pada ummat dari pada koar2,anies
"Berbeda Dengan Hasil Lembaga Survei Lokal, Hasil Sigi Dua Lembaga Survei Internasional Ini Sebut Kubu Anies Baswedan-Muhaimin Sangat Kompetiti, ANDA PERCAYA MANA?f https://t.co/JpUPZT5XZw",anies
@glrhn @ardibhironx Kalau Anies berhasil menjadi gubernur Jakarta kenapa harus pilih yang lain ??? Bukankah orang cerdas memilih pemimpin yang berhasil dan terbukti,anies
@adearmando61 cara sehat yang dipakai adalah cara pak Anies,anies
done kemas bilik,anies
"@dapitnih Kalo gue, lebih baik yg pintar ngomong, juga pintar kerja seperti mas Anies Baswedan...  #AniesPresiden2024",anies
@glrhn @ardibhironx TJ itu ada ketika Sutiyoso gubernur DKI. Bukan Ahok Zul... Angkot sudah ada sejak jaman gubernur sebelum Sutiyoso. Tapi tranportasi terintegrasi itu adanya saat Anies jadi gubernur Jakarta.,anies
"@muazzam1011 @SoeTjenMarching @GunRomli Drpd milih Anies, gw sih mending milih paman Usman..........bin Leiden (kalau gw).  Tamatan Leiden biasanya paten-paten, spt nasionalis2 tahun pergerakan.",anies
Bukannya itu lubang sumur resapan yg dibuat oleh Anies Baswedan saat jadi gubernur DKI? 🤣🤣🤣,anies
@AvinurMukhamad @imam_malik @Heraloebss Berarti kita harus berusaha agar non is pilih anies. Paham ya,anies
Tingginya Peralihan Pemilih Ganjar-Mahfud ke Prabowo-Gibran inilah yg membuat Elektabilitas Prabowo-Gibran lebih tinggi dibandingkan Anies-Muhaimin jika disimulasikan head to head. https://t.co/bZ6kcGbqbj,anies
"-Pak Anies BERSAMA BURUH -Pak Prabowo NYINYIR KEPADA BURUH -Pak Ganjar PELIT KEPADA BURUH  Diantara Ketiga Calon Presiden Ini, Kira2 Mana Sosok Pemimpin Yang Mementingkan Kepentingan Rakyat: A. Prabowo Dan Ganjar ❤ B. Anies Baswedan 🔁 https://t.co/kkIdEMdhmv",anies
"@dapitnih Anies tuh Pintar Kerja, Pintar ngomong , Pintar Ngaji juga lho dan sangat berbakti kepada Ibunya .. juga bisa menjadi Role Model .. juga Emosinya  tidak membara serta bukan Role Model Bokep",anies
"Bakal calon presiden (capres) Koalisi Perubahan Anies Baswedan ingin menjadikan taman menjadi berfungsi sebagai tempat bermain.  Menurutnya, taman dibutuhkan oleh masyarakat di pemukiman padat sebagai tempat untuk berekreasi. ~J #aniesbaswedan #jernihmemilih #jernihkanharapan https://t.co/EwS7MTJsIg",anies
@_rakyatmerdeka Bismillah... Anies - Muhaimin pilihanku !,anies
"Ok,yg pilih pa benny pasti pilih Anies presiden....Amiin🤲🤲🤲",anies
"@adearmando61 bisa2 nya sirik, harus keep going tanpa njatuhin dong ya, kaya Pak Anies yang bener🤩",anies
"AMIN Bersaing di Survei Prancis dan Australia, Jubir Anies: Hasil Lebih Kredibel | https://t.co/mg7no78Fqj https://t.co/RzYt4FwxqF",anies
"Alhamdulillah  Survei Poltracking Indonesia: Prabowo-Gibran Unggul 40,2% dari Pasangan Ganjar-Mahfud MD 30,1% dan Anies-Muhaimin 24,4%  https://t.co/dw3Y9vYrLI",anies
"Serangan akan semakin gencar nih  Survei Poltracking Indonesia: Prabowo-Gibran Unggul 40,2% dari Pasangan Ganjar-Mahfud MD 30,1% dan Anies-Muhaimin 24,4%  https://t.co/dw3Y9vYrLI",anies
"Survei Poltracking Indonesia: Prabowo-Gibran Unggul 40,2% dari Pasangan Ganjar-Mahfud MD 30,1% dan Anies-Muhaimin 24,4%  https://t.co/dw3Y9vYrLI",anies
ada ngak Pemimpin atau calon pemimpin negeri yang berpikir cerdas apa yg dikatakan oleh ANIES ???? Pemimpin jgn hanya pelihara BuzzerRp untuk menghujat org lain  Palestina Adalah Urusan Kemanusiaan https://t.co/kswVtHfaeV via @YouTube,anies
"@adearmando61 bisabisanya sampek fitnah gtu, kaya Anies Cak Imin dong berada dalam jalan lurus",anies
Anies aja merangkul semua pihak kenapa loe @AvinurMukhamad bikin pernyataan sprt ini? Hormati hak politik dan pilihan orang lain,anies
@CNNIndonesia Tetap ANIES yg TERBAIK,anies
"@gibran_tweet Pak Anies dan Cak Imin duo kombo yang GG, InsyaAllah membawa Indonesia lebih baik lagi",anies
Jubir anies kog sibuk urus2 capres lain❓🤔🤔 urus aja si abud itu...tatar dia ...jgn kelebihan bayar dibiasakan...hancur negri ini☝️‼ayo kl jantan...bertanggung jawablah dg 5 WTP yg dr  @BPKPgoid  itu...kerjaan gada yg bener...WTP dikoleksi🤣🤣🤣🤣 https://t.co/QIjpxEXG1t,anies
@adearmando61 Adem ayem aja Anies Cak Imin tetap menjalan programnya ga terpengaruh ginian,anies
"@Erlanggadian2 @PartaiSocmed jujur. saya milih antara prabowo ato anies, tp skrng condong ke prabowo. alasannya simple, seneng liat bateng ngamuk wkwkw",anies
"@AvinurMukhamad @imam_malik @Heraloebss Wahhhhhhhh....  Offside luuuuu. Gw Islam, tapi gak ada kewajiban untuk harus milih ataupun harus benci sama Anies.  Gak usah bawa bawa Sara deh! Norak lu!",anies
@ekowboy2 Bismillah yakin Anies Cak Imin pemenangnya agar indonesia berada dijalan kebenaran,anies
"@kikysaputrii Awas, nanti banteng baper. Mereka lagi nangis masal dan ngamuk ngamuk masal, suaranya di kejar anies. Hebat strategi anies 👍",anies
"@PartaiSocmed Sumpah gue bingung banget, jelas2 cawapresnya dikarbit, titipan, hasil dinasti politik dan ngakalin konstitusi. Kok bisa banyak yg milih? Rasanya ganjar mahfud sm anies imin masih lebih mending drpd prabowo gibran yg jelas2 fraud",anies
"@Ramlise7 @henrysubiakto @ganjarpranowo @mohmahfudmd Yg bicara Adeknya pak Anies lho... bukan dr pronya pak @ganjarpranowo   Jd alangkah baiknya ditelaah dengan baik, akal sehat.. Saya yg independen pun bisa mantaps.. Ku rasa makin banyak swingsl voters yg lain yang bakalan ikut seperti saya... https://t.co/KWLsoL830T",anies
"@MichelAdam7__ @Smulyani7767 @HmfaqihA Emang kaga Salah pilih gw, Anies Imin. 2024 AMIN menang!",anies
Berarti Wahabi bukan manhaj salaf  Karena   1. Mrk gak mau jihad ke Palestina..malah suruh org Palestina hijrah   2. Bani Saud melindungi Israel dgn beri teritorinya ke tentara Amerika untuk bantu Israel  🤣🤣,anies
"@mdrfhyt Pernah denger di debat kalo gasalah soal survey ini  @GeiszChalifah , dimana tukang survey bilang katanya Anies waktu pilkada survey nya berada di atas.  tapi waktu pilkada ga pernah dimunculin, giliran Anies menang baru dimunculin dibahas 😃",anies
"@tempodotco Kataku mah ya kita harus bisa meniru pak Anies, nggak usah terpaku sama hasil survei yang bisa dimanipulasi seenaknya",anies
@janjul19 @coklatalmond_ Yg pasti bukan Wahabi Saudi..Krn  1. mrk gak mau jihad ke Palestina..malah suruh org Palestina hijrah   2. Bani Saud melindungi Israel  🤣🤣,anies
@MinmonPS7 Betul. Tapi ga berlaku ke semua orang. Banyak contoh. Bahkan nyata ada di Anies. Anies diminta prab tapi dia komit tuntas gub. Kisah aksa yg angkat soal utang apakah dengan dia kasih biaya aksa jadi dapet banyak proyek di DKI kah? Ga pernah denger juga JK dapet banyak jg,anies
YA   ALLAH  🕌🕋  AKU  BER  SYUKUUR ! 🤲 TIADA  TER KIRA  DI KIRIMI  PEMIMPIN  SE HEBAT  BPK  ANIES  RASYIED  BASWEDAN  SYUKUUUR ! 🤲   https://t.co/zUyVzZxZ3I,anies
"Eko tadi mem-blame Anies politik identitas.  Menurut riset Cambridge dan The Guardian, buzzer2 itu adanya di kubu Ahok, bukan kubu saya (kubu Anies)."" (Dr. Syahganda Nainggolan)  #2024BenamkanGibran   #2024BenamkanGibran https://t.co/dopUkrP8Kr""",anies
PROF. CIPTA TEGASKAN ANIES YANG TERBAIK DARI KANDIDAT CAPRES 2024 TENTANG FERFORMA KOMUNIKASI POLITIK.....‼️  #2024BenamkanGibran #2024BenamkanGibran 🆘🆗 https://t.co/lzSl9ujLv0,anies
"@mdrfhyt Kalo survey2 mah tergantung kemana dia berpihak 😂 banyak juga suara yang tidak terekam survey, mirip2 di pilkada DKI 2017, dimana survey Anies paling bawah banget Ahok paling atas banget, tentu aja mereka tidak pernah menunjukkan survey asli nya. Selalu menempatkan Anies dibawah",anies
"Menurut Kontraktor Survei: Jika Ganjar Tak Lolos ke Putaran Dua, Banyak Pemilihnya Pindah ke Prabowo   Survei Poltracking menyebut Prabowo-Gibran unggul melawan Anies-Muhaimin di putaran kedua Pilpres 2024.  https://t.co/c2VeZsM0RX https://t.co/c2VeZsM0RX",anies
"Bakal Calon Presiden (Bacapres) Koalisi Perubahan Anies Baswedan mengatakan, ingin membentuk sebuah badan atau kementerian yang mengurusi kota apabila dia terpilih menjadi presiden. ~J #koalisiperubahan #jernihmemilih #jernihkanharapan https://t.co/wLQMQcmzug",anies
"Anies pernah (pengalaman) jadi ketua Senat Mahasiswa di UGM. Itu umum, plural. Dalam hal kepemimpinan, Anies di atas Pak Jokowi, Ganjar, dan Pak Prabowo."" (Dr. Syahganda Nainggolan)  #2024BenamkanGibran   #2024BenamkanGibran https://t.co/3XJ10lBhif""",anies
@kompascom surveinya dah mau disalip anies tuh,anies
@knpiharis @tvOneNews Saya pilih Pak Anies,anies
Kepedulian ANIES Pada Warganya Beri Hunian Layak  Download https://t.co/7oNYtVrVny⠀Selengkapnya |⠀🤖 https://t.co/TQZASyBx8c ⠀|⠀🍏 https://t.co/u9FTLtcMAk ⠀| #AminAjaDulu #TapTapAniesApp https://t.co/kI5QWgnubF,anies
Jubir Anies Survei bertolak belakang dengan lapangan https://t.co/1OhS4V1noy,anies
"Dan Anies sangat sungkan dengan Paloh, dengan Jokowi &amp  juga dengan Prabowo.",anies
"@deddysitorus Baliho dicopot, acara olahraga dibubarin,kantor didatangi aparat... Ayo banteng bangun ! Seruduk!",anies
Jakarta Pusat Wajibkan Gedung Perkantoran Punya Sumur Resapan Gagasan ANIES  Download https://t.co/7oNYtVrVny⠀Selengkapnya |⠀🤖 https://t.co/TQZASyBx8c ⠀|⠀🍏 https://t.co/u9FTLtcMAk ⠀| #AminAjaDulu #TapTapAniesApp https://t.co/JRBbRIANNa,anies
"@tvOneNews Ini mmbuktikan sbenarnya wowo dan genjer itu 11-12,ini taktik mmecah suara Anies,jika genjer kalah msih ada si wowo,jika wowo yg kalah maka msh ada genjer. Slama ini si merah hnya ber pura² di khianati oleh si mukidi. Jika mukidi bnr² brkhianat pasti sdh di makzulkan si nenek",anies
Anies Baswedan adalah pemimpin yang selalu berkomitmen pada transparansi dan akuntabilitas. Kita butuh pemimpin yang jujur dan adil. 🏛️📜 #AniesSigap,anies
"@kumparan Gk mungkin lah,  Ketum nya blm siap di panggil KPK, saya yakin klw merasa bersih udh pasti ke ANIES.. paham toh",anies
"Ditanya apa jawabnya apa?. Udahlah, daya otak sdh menurun, mundur saja. Jadi Presiden itu berat biar Anies saja 🤣🤣. https://t.co/yJwsAHCBTF",anies
Apakah buku yg dibaca Pak Anies akan laku lagi..:)) https://t.co/HnddPDbIXO,anies
Keberpihakan Pak Anies terhadap rakyat kecil adalah salah satu alasan mengapa dia adalah pilihan yang tepat untuk memimpin negara kita. 🤝🏡 #AniesSigap,anies
@M45Broo Petugas = pembantu .yg mampu hanya anies imin,anies
@hansssolo Program yg sukses besar mengantarkan pak Anies jadi gubernur DKI dan sekaligus membodohi warga DKI,anies
@rahmaniarbaftim Anies bersama Pemprov DKI Jakarta selalu memberikan yg terbaik...,anies
"@M45Broo Wk wk wk prabowo gibran cukup sdh, ganjar mahfud tdk akan menang, hanya anies imin yg idaman rakyat,kecuali pendukung ganjar n prabowo",anies
"@alextham878 Anies dan Ganjar sumbang doa agar Palestina baik saja,, situ ngk bisa doa ya nyumbang uang,, nyumbang kog pakek momentum segala, kemaren kemana aja,,""",anies
"Tindakan yang selalu cepat untuk hal positif, pak Anies memang selalu menjadi pilihan yang tepat #AniesSigap https://t.co/0TI9my6nS9",anies
Banyak bangt maling di era Jokowi ini kerusakan makin parah itu yg kelihatan munkin yg dibeking jg bnyk.jalan satu2nya perubahan menghadirkan pemimpin seperti pak Anies yg rekam jejaknya bersih dan g otoriter,anies
Dave Laksono: Usul Anies Bawa Anak-Anak Palestina Ke RI Sudah Dilakukan Kemhan #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/R0P2ysjGss,anies
@Hariyan77555830 @ajengcute16__ @prabowo @mohmahfudmd @cakimiNOW Masih ada kata 'akan' ..dan jangan suka memastikan sesuatu hal yang anda sendiri itu bukan seorang cak Imin..ingat cak Imin saja sudah umbar janji ke publik tentang  6 juta buat ibu hamil tapi Anies menolaknya.,anies
"Kesaksian warga DKI, Anies sukses urus banjir.  Hujan dari malam ketemu siang ketemu malam lagi, tapi gak banjir. Padahal dulu2 Jakarta itu langganan banjir. Saya kecewa sama Bapak (Anies). Becanda banjir.""  @Smulyani7767 @HmfaqihA  #2024BenamkanGibran  #2024BenamkanGibran https://t.co/6IV50aG91D""",anies
@hansssolo Sebelum Anies jadi gubernur Hingga Anies lengser Tersimpan dgn baik https://t.co/u8t0r99Ym9,anies
"Lo mau pilih prabowo, ganjar atau anies terserah itu pilihan lo. Karna mau gimana pun yang kalah tetep Manchester United",anies
Pak Anies adalah pemimpin yang memiliki visi besar untuk Indonesia. Dia siap membawa kita ke tingkat yang lebih tinggi. 🌟🚀 #AniesSigap,anies
@lessfearnoteraf @logikapolitikid Anies sengaja lebih jauhan dr FPI dibanding Prabowo X FPI di 2019.   PKS dan PKB bukan FPI.,anies
"@RyaWiedy Bayangin kalau sampai si anies menang,apa yang di lakukan anakbuahnya ini (FFI sampai ke daerah daerah)jangan jangan nonton jarkep nggak boleh",anies
Y..y...y...yg unggul mereka rebutan yg dipilih rakyat Anies cak Imin https://t.co/kW9wcSFyyG,anies
Pak Anies adalah pemimpin yang sigap dalam menangani bencana alam dan krisis. Kita butuh pemimpin yang siap dalam setiap situasi. 🌪️🚀 #AniesSigap,anies
Dapat salam dr Ska Spanyol https://t.co/ZcEBUoS7sF,anies
"@logikapolitikid Kebanyakan cari lawan. Gak model semua jadi musuh. Fokus dgn Israel aja lah, atau pemerintah kalau udh main fisik.   Kayaknya Anies agak main jauh2an dgn FPI, kalau dibanding Prabowo x FPI di 2019.",anies
"Sosok yang selalu berada digaris terdepan untuk masalah kesigapan, mari kita dukung pak Anies Baswedan #AniesSigap https://t.co/RnDH2YkZ4g",anies
Anies Baswedan adalah pemimpin yang memiliki kemampuan komunikasi yang baik @elapatkay  https://t.co/XmiJcAMhaQ,anies
@detikcom Alhamdulillah pak Anies aman jangan dijelek²an awas ya cuma urutan ke 3 ingat hitungan mundur nantinya,anies
"@ernestprakasa Yang pasti bukan Anies, sudah terbukti di DKI. Antara Ganjar atau Prabowo tinggal liat pas debat capres aja.",anies
@ekowboy2 Barisan terdepan mendukung anies menjadi presiden,anies
Kepemimpinan Pak Anies yang efisien dalam menjalankan pemerintahan adalah contoh yang patut diikuti oleh seluruh negeri. 🏛️👏 #AniesSigap,anies
"@kenbigwinox @bamantara00 Itu hoak,Anies mengatakan bahwa ikn sudah jadi UU tugas presiden itu menjalan kan undang undang &amp  ikn sudah menjadi proyek strategi nasional",anies
"CINTA YANG LUAR BIASA  Seorang pemuda sedang memasang spanduk AMIN Anies Muhaimin dgn spanduk yg seadaanya, namun dgn Cinta Yang Luar Biasa 💞🥰🇮🇩  #AniesSaudaraku #AniesSedulurku #AMINAjaDulu   @xix0_3 @descha05 @Okta_Roza @ErsatArema021 @aro_6ansi https://t.co/hoPVdTVYHD",anies
Saya yakin Anies akan membawa Indonesia menuju masa depan yang lebih cerah @ekokhoerul  https://t.co/wdSgYYM1EF,anies
